ID,Teff,Teff_err,dnu,dnu_err,numax,numax_err,bp_rp,eps,eps_err,eps_mod
1162746,4989.0,100.0,3.703,0.111,27.38,0.77,1.2559566,0.7932857637562021,0.029116551423450095,0.7932857637562021
1432587,4443.0,100.0,1.07,0.013,5.38,0.3,1.5372,0.530220417822534,0.03940488598538867,0.530220417822534
1433593,4956.0,100.0,6.2410000000000005,0.013,69.14,0.59,1.3270245,1.0813455409607773,0.009676035064804946,1.0813455409607773
1433730,4767.0,100.0,4.085,0.019,40.37,0.54,1.4249544,1.0189618628830124,0.013223794900418565,1.0189618628830124
1435573,4821.0,100.0,3.641,0.083,25.71,0.64,1.3505278,0.6085818052098779,0.02528997852559594,0.6085818052098779
1576469,5217.0,100.0,7.407,0.034,90.4,0.96,1.1405524999999999,1.0746348279770674,0.008954850111138477,1.0746348279770674
1720425,4758.0,100.0,3.742,0.028,28.12,0.58,1.4360466,0.6520598420264085,0.016524781723123296,0.6520598420264085
1726211,4995.0,100.0,3.699,0.067,30.7,0.63,1.2241773999999999,0.9330147736682372,0.014181567210624763,0.9330147736682372
1864855,5083.0,100.0,10.444,0.011,124.78,1.45,1.2849493,1.4730411151648006,0.0028885568369298397,1.4730411151648006
2018392,4908.0,100.0,3.795,0.013,33.92,0.55,1.4171124,1.0056277773970028,0.01456034156469093,1.0056277773970028
2140446,4665.0,100.0,5.672999999999999,0.012,57.6,0.56,1.4466972,1.106856051096281,0.009550278875398185,1.106856051096281
2141928,4757.0,100.0,4.133,0.042,33.73,0.75,1.3388624,0.7628685109646196,0.021042321485836967,0.7628685109646196
2142095,4932.0,100.0,3.719,0.028,29.9,1.05,1.2628126,0.6732702089860964,0.023072395395170663,0.6732702089860964
2283075,4688.0,80.0,6.47,0.014,69.12,0.61,1.304986,1.0881220347119676,0.00937927670014698,1.0881220347119676
2285898,4774.0,80.0,3.794,0.053,24.82,0.59,1.2601976000000001,0.6124905075744337,0.024817762470010253,0.6124905075744337
2297384,4534.0,80.0,3.743,0.053,31.07,0.9,1.5285520000000001,0.921432606738308,0.013525168714995144,0.921432606738308
2297825,4580.0,80.0,3.79,0.07200000000000001,31.4,0.76,1.5456877,0.9632150097993476,0.02018115634690426,0.9632150097993476
2303367,4862.0,100.0,4.09,0.021,34.06,0.94,1.3283978,0.9342275392859434,0.014456075618098484,0.9342275392859434
2305930,4891.0,100.0,3.959,0.133,27.23,0.88,1.2914504999999998,0.6093847572293967,0.029886123249812307,0.6093847572293967
2307683,4799.0,100.0,4.309,0.012,39.95,0.51,1.3692788999999999,1.0238121593942366,0.010229626132235731,1.0238121593942366
2309469,4710.0,100.0,3.5410000000000004,0.031,28.3,0.51,1.4371767,0.6155171199817878,0.01978721768651457,0.6155171199817878
2423824,5096.0,100.0,2.6860000000000004,0.048,22.02,0.51,1.1872253000000001,0.6605188998900812,0.030257637794730383,0.6605188998900812
2424822,5060.0,100.0,8.06,0.013,95.0,0.9,1.2933388000000001,1.1081885360459869,0.007751563426172103,1.1081885360459869
2424934,4963.0,100.0,3.988,0.034,33.7,0.56,1.253499,0.9394628450266622,0.010877915936838263,0.9394628450266622
2435987,4448.0,80.0,4.203,0.014,38.54,0.6,1.6088829,1.0035211213173572,0.010260871860552608,1.0035211213173572
2436097,4550.0,143.0,4.5139999999999985,0.012,42.74,0.61,1.6048393,1.4733171497101067,0.012352610115416504,1.4733171497101067
2436209,4500.0,80.0,5.724,0.017,57.88,0.57,1.5238171,1.060002229353472,0.01064916446328065,1.060002229353472
2436332,4196.0,124.0,3.3960000000000004,0.013,28.45,0.57,1.6349087,0.9900440219287876,0.01153675784728837,0.9900440219287876
